date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2019-01-11,1286.22,1005.14,724.89,611.99,587.65,623.79,652.45,624.37,836.93,992.63,1079.48,864.79,968.21,875.2,706.64,818.09,851.53,924.1,992.45,1112.71,1089.65,1096.92,1197.33,1234.19
2019-01-12,1132.66,937.42,711.48,575.36,486.12,572.12,581.3,564.98,685.85,831.85,909.46,843.66,975.55,908.02,843.82,814.27,833.02,830.95,927.3,982.69,939.95,988.11,1066.87,1069.85
2019-01-13,1092.16,852.63,666.95,544.19,496.59,555.36,564.88,523.56,671.98,883.23,812.96,806.7,878.77,897.07,803.4,722.95,737.94,748.88,853.75,935.54,947.35,1060.28,1139.8,1128.09
2019-01-14,1009.38,839.9,612.41,532.22,441.64,518.61,517.94,549.31,715.28,881.95,780.65,812.75,863.68,788.42,708.95,676.38,709.59,760.95,798.41,987.36,913.95,920.25,1016.1,1113.38
2019-01-15,1036.26,738.93,551.67,494.11,425.04,468.86,510.08,443.26,701.17,791.11,781.72,772.04,816.61,718.75,666.43,678.85,720.94,759.26,780.32,907.79,917.55,988.9,1022.68,1062.08
2019-01-16,1028.46,806.27,623.72,485.73,464.06,519.4,519.75,545.2,678.96,846.84,870.84,760.79,788.83,724.49,680.34,665.66,732.7,698.09,826.75,896.21,945.09,990.95,1081.16,1168.4
2019-01-17,981.82,740.91,551.54,494.38,436.54,506.19,490.12,530.99,709.13,842.27,896.87,742.09,752.8,740.49,649.92,615.38,695.36,734.33,886.89,940.98,998.13,1003.84,1019.02,1051.18
2019-01-18,970.85,777.06,565.67,437.44,447.62,495.39,497.38,488.12,678.46,858.95,724.54,766.64,831.59,,,,,,,,,,,
2019-01-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-20,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,,,,,,,,,,,528.26,514.5,522.69,511.32,404.93,391.72,417.22,437.61,469.03,570.15,587.19,634.91,684.5,676.28
2019-01-26,634.95,552.23,443.08,375.81,361.08,366.62,400.92,372.36,456.88,603.52,635.63,548.94,547.66,526.06,447.44,431.47,536.79,468.18,553.72,623.02,558.93,586.54,645.05,638.4
2019-01-27,591.39,489.97,404.7,346.53,319.53,314.31,363.43,300.28,426.17,502.76,493.21,483.31,505.24,497.45,460.8,424.34,520.17,481.61,544.27,591.62,628.43,580.89,606.89,612.9
2019-01-28,507.22,436.33,351.95,303.93,275.72,280.56,330.46,306.85,440.16,568.41,610.21,515.65,535.71,578.56,519.71,457.31,517.42,468.45,533.72,642.7,570.27,562.95,600.17,612.96
2019-01-29,527.59,445.56,342.93,293.65,284.32,276.08,291.74,340.05,376.94,583.79,546.64,457.56,500.4,500.59,427.57,395.09,443.05,427.22,485.44,551.66,597.18,597.06,614.12,551.56
2019-01-30,486.63,422.98,347.23,291.82,266.24,291.8,324.18,327.74,407.18,465.58,528.19,461.36,501.54,553.53,459.84,413.24,427.63,419.26,441.01,526.91,519.72,520.4,524.47,498.44
2019-01-31,463.28,409.17,359.19,295.6,286.56,302.61,340.7,325.5,404.75,495.32,481.1,460.71,464.9,499.86,425.5,426.18,459.79,448.21,509.54,522.69,528.83,512.45,534.34,460.38
2019-02-01,474.9,407.73,354.6,313.01,308.39,314.77,338.43,319.21,390.64,467.6,475.8,458.59,437.45,508.95,481.95,432.93,432.67,416.77,490.89,552.57,517.24,494.91,524.14,462.11
2019-02-02,439.38,415.15,357.18,306.59,280.54,315.18,307.1,298.47,339.53,393.18,413.79,391.37,412.77,410.94,387.05,328.28,412.09,380.86,418.12,472.06,421.65,442.53,413.07,365.81
2019-02-03,324.36,320.76,269.0,265.54,238.98,244.34,281.07,259.11,269.69,334.09,346.98,329.56,338.62,331.17,284.64,296.77,297.82,306.71,355.52,355.16,364.4,370.32,354.02,342.17
2019-02-04,325.56,271.37,272.72,235.96,224.16,222.32,244.9,226.46,245.24,254.7,258.05,244.06,267.71,287.69,260.9,214.08,248.49,267.91,286.14,313.16,299.41,316.35,327.98,362.76
2019-02-05,338.12,320.38,283.21,252.32,239.36,224.12,255.51,218.05,244.84,252.73,230.45,221.21,236.31,249.56,234.21,218.65,235.06,233.62,318.14,278.33,318.0,324.98,311.58,295.16
2019-02-06,294.35,287.37,241.51,221.72,206.16,202.32,226.97,217.07,225.84,221.7,214.66,228.46,239.12,248.46,239.3,202.06,191.86,213.33,252.77,303.74,319.58,340.35,332.38,305.77
2019-02-07,271.53,265.97,241.53,220.73,199.92,218.51,257.97,241.85,245.64,242.9,261.84,270.49,268.77,270.06,260.49,232.3,260.27,258.58,336.94,359.55,375.6,371.76,377.34,383.79
2019-02-08,366.79,317.12,270.55,253.98,249.57,249.92,265.09,240.48,301.1,318.64,301.69,287.69,311.46,315.06,314.11,305.71,306.08,331.14,383.19,362.78,396.61,373.61,410.54,384.99
2019-02-09,368.37,328.77,291.93,261.94,255.38,246.97,309.44,259.09,282.68,290.4,286.83,316.02,320.66,347.64,321.7,315.43,343.81,368.82,410.01,414.95,426.92,440.54,416.38,390.77
2019-02-10,397.75,353.76,308.16,271.07,272.5,273.15,279.89,271.96,278.04,353.91,344.71,324.77,357.3,352.93,360.26,359.17,384.42,415.75,459.4,476.76,489.59,502.74,452.69,439.96
2019-02-11,386.39,369.18,332.75,303.95,290.58,298.78,328.91,281.89,362.53,456.08,436.24,459.03,459.89,480.42,500.43,508.74,519.4,436.37,463.06,535.34,545.33,512.83,487.07,498.15
2019-02-12,425.7,374.33,332.61,312.0,287.65,284.85,316.32,298.37,385.45,490.97,476.81,467.73,464.48,532.84,462.97,459.02,518.88,481.5,529.53,629.37,564.12,593.75,582.0,519.85
2019-02-13,457.2,387.54,368.93,313.76,272.54,307.7,337.7,319.99,453.8,515.5,509.65,501.7,576.52,534.15,502.33,492.75,584.61,527.85,525.8,632.01,607.7,652.56,661.43,600.98
2019-02-14,491.12,454.53,391.73,346.12,325.48,311.72,358.87,326.38,431.34,604.34,546.97,488.16,551.96,544.51,534.68,532.08,589.72,519.05,529.19,623.17,597.28,618.11,598.21,520.68
2019-02-15,509.23,470.85,423.23,347.58,332.99,333.01,340.1,365.25,464.3,570.22,556.43,550.85,639.78,585.96,560.85,520.7,537.56,560.18,542.51,708.1,626.51,623.64,630.79,599.87
2019-02-16,573.82,521.39,413.39,333.18,321.36,319.95,349.65,307.25,454.74,542.09,538.25,490.33,536.31,561.65,485.7,480.61,563.57,583.5,614.45,666.6,687.02,663.42,696.34,692.2
2019-02-17,617.73,552.36,448.85,402.42,339.27,363.59,386.77,353.22,465.83,596.87,562.29,566.7,628.39,690.32,527.59,532.4,602.57,605.67,649.23,731.37,690.67,686.34,758.47,772.8
2019-02-18,671.14,510.76,430.32,382.68,328.91,431.51,411.54,402.29,562.46,668.07,648.52,637.62,669.53,681.69,571.01,655.08,655.59,615.82,708.56,836.56,797.42,787.6,813.14,791.45
2019-02-19,683.43,511.94,409.94,371.5,357.21,404.35,441.05,413.74,554.5,735.25,644.87,599.12,709.21,607.92,547.45,559.15,597.05,604.3,639.71,755.82,680.28,723.55,853.52,798.29
2019-02-20,722.28,592.4,484.65,407.13,371.48,416.42,440.97,455.01,599.46,719.41,677.05,649.6,679.99,644.78,649.9,714.6,713.64,681.41,826.82,838.22,808.89,874.48,895.26,928.47
2019-02-21,827.6,632.93,487.11,400.25,384.27,432.69,461.39,456.13,631.74,810.89,753.28,660.57,753.43,668.37,580.86,656.05,641.95,657.22,785.08,865.83,863.67,910.58,910.32,914.19
2019-02-22,778.76,652.75,521.32,434.7,412.29,471.29,481.48,475.83,653.47,810.62,745.22,813.79,855.78,814.36,723.37,735.75,814.12,710.5,791.84,871.13,865.06,902.76,993.78,970.0
2019-02-23,844.65,660.49,506.37,473.42,446.01,488.61,480.08,472.58,628.69,764.68,775.55,762.13,778.85,725.57,711.89,695.46,820.55,803.16,898.01,961.94,945.07,974.88,1006.07,996.04
2019-02-24,895.31,731.04,514.01,459.8,402.29,448.84,462.44,462.33,565.03,776.83,746.99,793.79,907.95,749.54,680.59,692.81,659.37,704.46,802.65,885.22,948.25,1024.52,1053.3,1039.13
2019-02-25,912.16,650.63,497.01,438.57,383.53,430.97,446.11,471.82,686.37,850.32,748.9,733.57,816.39,743.7,681.78,672.08,685.13,726.44,854.84,918.56,935.79,1044.27,1093.26,1141.02
2019-02-26,878.98,660.48,456.83,397.23,400.62,431.99,463.8,551.87,710.96,805.73,787.12,684.81,803.82,693.77,610.97,650.3,657.44,733.69,871.01,988.94,967.51,1080.99,1130.48,1066.43
2019-02-27,890.65,677.78,480.34,438.92,404.28,493.46,466.14,536.09,685.46,798.41,772.17,786.25,881.62,813.9,705.7,692.98,745.76,756.38,912.79,980.96,1070.47,1094.85,1174.9,1179.12
2019-02-28,1017.05,722.59,533.33,481.02,485.07,498.63,502.75,519.48,726.56,912.94,858.76,813.53,851.77,794.38,769.43,744.28,780.34,787.54,950.29,1081.23,1132.13,1136.7,1297.16,1253.4
2019-03-01,1075.65,747.19,571.28,496.61,461.94,489.97,511.59,495.05,721.14,861.04,865.67,830.27,926.89,838.76,805.29,803.96,897.2,883.69,949.92,1076.78,1126.18,1145.83,1222.23,1288.67
2019-03-02,1070.65,900.04,687.91,532.34,494.43,507.63,494.41,526.95,593.92,876.7,856.66,750.65,818.18,844.85,843.09,863.92,849.82,972.85,1160.59,1300.53,1326.54,1409.8,1402.84,1453.45
2019-03-03,1191.97,997.25,724.24,583.57,538.51,529.44,531.54,545.67,680.78,778.09,717.72,831.44,864.65,889.94,963.38,981.73,891.59,989.39,1161.21,1265.78,1320.72,1405.31,1638.05,1556.27
2019-03-04,1241.96,913.39,,,,,,,,,,,944.77,825.39,751.54,750.2,733.43,913.04,1001.56,1192.23,1353.65,1506.63,1517.73,1466.81
2019-03-05,1194.92,864.34,601.3,474.18,437.69,474.31,476.61,533.51,1050.45,1063.99,879.55,818.85,950.09,915.08,734.13,744.71,857.63,997.42,1164.45,1318.16,1348.25,1478.66,1498.91,1466.23
2019-03-06,1128.2,849.69,575.67,458.09,404.22,433.01,465.03,554.59,948.77,939.59,943.87,726.24,851.92,861.52,730.93,788.41,854.18,911.91,992.83,1191.47,1282.22,1327.62,1465.98,1420.95
2019-03-07,1245.05,871.62,588.42,502.57,416.61,441.25,500.4,547.68,974.64,1049.64,943.74,760.34,862.05,818.29,706.01,664.89,752.08,881.51,1089.1,1181.46,1316.4,1372.51,1491.86,1400.43
2019-03-08,1178.6,869.23,609.66,502.42,445.04,457.74,494.56,562.49,928.61,923.84,849.4,861.71,963.41,900.16,751.81,771.25,766.82,837.58,916.69,1118.94,1111.93,1154.66,1177.31,1242.5
2019-03-09,1040.3,820.76,635.51,486.62,435.69,467.45,464.87,499.07,572.91,763.15,822.87,757.7,907.43,955.68,819.28,909.59,850.39,865.72,938.57,988.1,1024.48,1083.64,,
2019-03-10,,,,,,,,,,,798.25,822.53,972.24,947.35,947.06,933.54,822.0,954.29,1015.15,1127.38,1254.81,1291.76,1331.53,1353.59
2019-03-11,1106.97,867.14,614.48,487.48,440.35,451.08,514.44,491.97,846.69,897.15,799.01,755.31,862.81,848.5,662.24,639.72,693.4,740.75,929.25,1083.97,1229.53,1254.18,1410.18,1304.09
2019-03-12,1107.51,768.63,559.99,445.07,364.4,424.17,418.28,507.3,891.32,961.93,879.38,754.25,836.4,732.44,609.96,611.87,630.17,690.31,944.25,1066.69,1172.2,1268.3,1404.26,1349.55
2019-03-13,1096.96,725.71,517.47,430.6,373.65,407.21,401.93,483.08,895.94,984.89,848.67,766.24,811.95,774.08,669.63,683.69,745.65,714.9,868.37,1111.12,1235.77,1252.66,1306.21,1298.77
2019-03-14,980.15,727.13,523.47,398.86,361.22,426.86,431.76,467.25,862.64,882.25,847.71,768.07,857.1,824.24,653.6,636.5,755.61,789.52,931.83,1152.66,1224.52,1231.38,1244.65,1274.97
2019-03-15,1025.85,784.62,519.29,422.32,373.67,401.4,450.03,469.04,838.83,842.29,787.16,756.46,810.67,759.1,645.01,619.86,610.34,692.74,833.5,1001.8,1111.38,1055.84,1078.93,1032.42
2019-03-16,865.23,729.94,514.54,405.03,364.73,420.62,381.51,407.04,563.6,661.47,663.66,718.96,820.34,779.58,670.19,737.81,693.83,645.53,797.65,844.64,882.4,917.18,974.91,975.0
2019-03-17,855.01,686.73,485.96,411.81,311.57,410.83,369.28,355.31,466.92,629.89,616.08,698.01,774.38,820.5,679.7,754.91,722.6,752.54,861.96,989.97,1010.32,1105.68,1194.17,1118.41
2019-03-18,927.51,690.71,464.75,353.54,327.47,357.5,352.43,415.12,719.77,863.79,675.81,695.33,791.21,720.86,601.19,632.45,710.22,751.3,941.31,1029.73,1121.81,1137.27,1156.41,1186.55
2019-03-19,913.3,679.81,486.6,383.15,343.86,392.51,389.73,454.36,844.72,862.16,780.54,670.28,807.01,739.14,620.82,588.49,642.8,660.26,866.23,1025.74,1109.4,1127.14,1253.91,1255.75
2019-03-20,954.33,679.69,430.84,353.58,329.85,372.05,367.4,413.21,784.38,825.97,754.3,666.88,693.55,688.74,649.39,620.1,621.56,756.65,884.09,997.73,1143.93,1083.38,1131.9,1090.77
2019-03-21,916.98,627.26,418.65,338.5,315.55,384.74,360.92,417.0,693.95,842.76,719.56,656.92,749.57,597.35,572.7,621.49,647.4,718.57,909.74,1057.44,1057.98,1105.51,1115.15,1036.45
2019-03-22,871.36,652.0,504.38,362.52,332.97,387.38,356.45,407.09,687.28,771.31,766.64,709.91,868.03,810.28,674.04,689.63,682.09,726.9,839.48,942.79,1047.15,953.38,993.13,1065.75
2019-03-23,888.63,719.54,508.02,427.45,381.42,396.1,374.65,406.62,532.49,699.99,676.61,747.05,778.52,752.13,620.02,665.11,606.65,712.39,780.55,860.8,895.74,949.94,1040.4,1025.18
2019-03-24,936.61,681.24,494.21,398.82,367.76,403.92,371.54,417.19,528.46,625.55,694.81,710.77,836.38,858.4,795.44,741.44,808.18,849.88,988.32,963.06,1045.71,1141.53,1149.49,1095.58
2019-03-25,926.39,661.9,484.04,400.21,374.61,391.24,362.85,429.76,704.36,749.28,694.42,668.89,784.62,728.8,594.51,615.32,626.72,702.5,833.96,977.86,1143.57,1147.86,1201.2,1212.34
2019-03-26,981.44,678.4,491.85,376.87,318.07,338.55,359.6,406.52,759.16,853.57,720.24,643.74,740.94,684.82,569.96,563.14,597.45,751.95,887.1,956.84,1108.38,1080.61,1122.18,1132.36
2019-03-27,950.97,686.13,451.2,354.21,294.86,338.56,350.36,391.13,696.56,776.32,748.24,602.59,740.93,685.46,646.16,670.48,673.13,677.49,857.81,968.29,1147.1,1161.9,1137.73,1121.56
2019-03-28,850.1,605.9,415.17,316.75,277.8,395.75,328.66,391.95,674.88,798.05,734.07,678.08,767.28,658.06,549.78,664.76,643.98,780.6,860.79,998.78,1035.41,1031.01,1139.7,1078.61
2019-03-29,876.97,,,,336.09,373.65,350.74,398.47,739.55,764.82,696.08,681.0,770.59,706.53,579.77,565.8,533.46,659.89,749.35,874.24,871.3,909.29,970.02,975.08
2019-03-30,866.16,637.03,486.0,334.33,333.74,339.71,369.87,398.18,514.44,641.58,702.33,731.79,762.89,679.29,614.61,654.03,628.72,685.07,736.29,821.18,864.82,915.93,912.13,893.82
2019-03-31,829.43,623.37,438.5,366.73,334.23,364.39,358.66,383.11,438.02,614.45,650.44,647.05,803.43,782.74,692.02,771.25,723.77,766.04,807.42,967.55,1044.72,1124.65,1152.21,1121.3
2019-04-01,918.17,631.13,447.71,335.45,316.81,356.08,384.27,408.98,696.15,777.19,671.01,661.73,712.18,657.84,603.71,566.0,620.42,648.56,783.23,931.12,983.81,1018.91,1146.96,1059.55
2019-04-02,857.34,620.66,455.27,341.81,278.87,356.02,383.24,370.42,722.79,742.21,734.55,708.73,730.79,691.17,614.68,654.33,630.6,713.65,838.98,951.06,1005.61,1030.68,1145.86,1110.9
2019-04-03,911.23,627.67,415.82,361.42,287.32,363.22,351.16,401.95,758.92,722.2,739.31,608.04,681.86,732.46,578.79,635.2,651.14,687.25,789.72,920.93,963.41,998.9,1052.65,1005.3
2019-04-04,914.55,659.47,448.65,373.62,301.59,336.33,323.6,372.72,653.33,751.12,718.61,630.86,671.22,668.24,566.11,564.17,619.88,594.87,695.11,835.47,832.73,797.03,792.79,708.07
2019-04-05,678.31,524.67,416.84,379.79,330.44,363.36,341.45,354.1,437.93,543.4,526.35,641.88,721.39,674.85,535.75,528.42,531.14,545.5,576.81,699.71,649.45,678.44,699.13,697.77
2019-04-06,671.32,531.98,368.79,320.65,300.79,332.94,297.13,315.33,405.04,540.21,532.51,535.26,603.96,569.06,519.52,511.85,461.4,502.59,535.79,708.13,668.17,681.69,696.63,732.71
2019-04-07,661.09,498.68,372.19,312.95,285.75,342.52,329.06,298.36,385.09,517.27,519.13,542.1,612.74,602.66,509.92,576.33,596.04,646.42,678.46,909.41,856.65,910.03,972.69,968.05
2019-04-08,767.28,560.0,403.71,331.62,286.05,344.23,307.94,347.61,638.73,703.63,631.44,634.12,639.75,647.45,540.89,548.75,585.36,642.0,766.19,921.57,1010.23,1006.06,1050.08,1038.86
2019-04-09,826.44,584.48,422.56,331.59,297.17,381.13,323.36,328.33,673.94,662.46,722.61,627.5,744.78,703.75,583.82,593.81,618.56,667.22,806.12,853.44,947.82,1030.13,975.78,936.0
2019-04-10,721.29,529.57,393.92,303.25,277.55,323.94,327.85,362.69,604.43,728.67,682.96,662.67,733.67,691.74,642.85,607.52,642.74,649.56,769.76,913.13,974.18,952.0,1013.74,962.62
2019-04-11,835.73,591.09,421.77,334.62,286.04,345.0,330.9,398.82,638.25,745.71,761.56,609.18,728.11,675.73,552.7,580.54,620.25,630.74,783.53,961.97,1043.97,1049.15,1076.79,995.41
2019-04-12,830.18,547.96,425.08,342.78,300.61,345.93,328.69,406.52,616.77,758.61,686.65,657.33,713.09,636.38,552.76,606.2,650.48,598.09,733.53,827.38,920.15,937.3,952.77,921.07
2019-04-13,842.33,582.85,445.26,350.38,321.25,338.78,354.62,381.8,549.32,652.51,642.5,544.56,694.04,673.02,595.99,661.44,590.24,658.06,739.09,879.41,886.61,910.99,963.54,974.08
2019-04-14,792.4,598.43,432.02,355.97,301.36,335.45,298.06,367.87,433.07,575.54,613.65,665.4,854.65,801.02,694.22,703.2,641.92,674.5,775.95,939.8,926.25,1005.74,1011.75,1043.36
2019-04-15,873.89,635.43,453.18,368.79,282.78,348.72,318.15,395.45,654.94,699.6,659.37,658.12,687.82,614.64,528.67,578.51,556.01,631.61,690.65,834.3,950.48,975.97,1062.67,1073.31
2019-04-16,818.89,570.18,420.0,345.81,289.39,338.83,325.98,370.55,701.97,711.06,672.39,658.27,669.04,633.4,571.94,536.83,576.86,603.29,788.23,898.59,953.66,986.83,1055.92,1019.35
2019-04-17,826.13,557.76,412.66,337.23,274.49,317.89,330.77,376.69,675.35,716.77,705.36,578.13,703.0,659.39,627.82,572.22,629.42,697.62,751.49,906.26,1013.91,1009.15,1046.6,996.74
2019-04-18,821.35,589.99,414.55,333.45,282.83,320.76,337.58,370.59,671.81,722.72,683.72,642.52,677.81,638.83,601.8,561.16,643.74,604.62,757.0,904.38,947.3,946.92,994.34,1023.36
2019-04-19,800.96,547.85,425.88,338.46,296.85,343.01,303.76,390.49,628.74,705.65,702.66,639.84,656.82,644.83,607.31,572.6,610.74,603.19,725.21,832.09,882.36,869.78,895.45,852.84
2019-04-20,750.44,534.31,416.24,325.1,287.69,329.67,303.5,331.61,423.75,601.93,628.31,569.38,704.04,649.5,592.27,645.49,571.55,631.67,659.3,793.13,836.33,835.3,813.65,807.39
2019-04-21,695.85,500.65,381.49,359.71,294.25,353.64,338.72,328.74,420.89,538.55,588.52,563.41,698.93,726.22,658.26,633.09,675.2,703.65,815.54,889.18,981.9,937.23,890.32,884.34
2019-04-22,786.56,561.65,410.1,328.28,288.48,366.4,305.32,359.8,665.97,695.92,639.18,602.02,694.6,608.23,562.89,565.78,616.94,674.11,733.48,871.66,947.96,979.99,980.43,964.29
2019-04-23,756.82,529.91,391.66,342.44,289.81,371.11,343.56,381.02,583.62,707.25,727.75,639.11,715.3,655.39,571.25,533.23,638.9,663.19,733.47,912.93,973.01,930.28,1031.04,1004.38
2019-04-24,775.92,548.71,410.49,335.32,334.73,384.86,316.22,403.69,665.32,683.15,703.81,609.57,652.48,700.48,617.41,644.15,683.41,650.28,735.72,878.08,951.99,920.76,953.72,910.45
2019-04-25,740.4,564.84,416.91,326.77,299.55,353.27,321.51,340.86,618.94,689.93,662.05,615.18,733.15,592.35,512.41,570.17,633.54,615.7,751.62,948.17,935.37,920.61,918.17,887.03
2019-04-26,717.32,478.72,373.73,328.04,303.08,348.89,336.53,362.43,626.24,658.49,682.14,590.44,685.98,698.81,524.27,537.44,580.94,684.25,722.66,849.58,854.74,854.93,806.32,802.75
2019-04-27,715.49,512.77,378.73,329.99,295.31,339.65,325.67,337.26,433.4,617.28,651.54,651.14,752.82,650.54,547.09,649.07,613.78,611.56,704.73,772.57,910.2,904.31,926.75,929.75
2019-04-28,693.1,503.7,358.47,325.92,293.76,326.89,295.45,338.37,529.65,698.59,632.7,522.65,684.68,652.12,546.0,550.54,605.96,596.41,694.07,879.08,872.07,854.66,864.53,852.95
2019-04-29,714.12,504.79,382.08,353.86,288.17,319.93,332.21,351.76,631.99,649.73,641.0,703.45,738.05,623.56,551.87,564.33,613.79,623.95,759.13,835.91,871.11,832.21,938.61,847.99
2019-04-30,713.83,564.98,383.13,337.78,279.76,335.06,314.46,346.91,566.12,630.37,649.66,614.14,698.91,633.17,467.79,523.22,585.17,567.19,590.16,722.49,686.26,633.9,680.64,692.65
2019-05-01,575.33,492.8,372.08,332.28,283.22,338.68,308.16,306.56,391.37,546.09,525.86,517.58,611.59,500.6,458.34,513.31,501.38,438.51,457.68,582.04,534.99,580.24,559.81,572.53
2019-05-02,566.53,446.6,341.79,288.11,265.35,281.31,260.03,282.05,418.4,471.17,491.58,436.13,489.42,471.56,374.15,419.4,449.02,412.19,487.36,576.5,525.92,566.38,553.83,602.33
2019-05-03,537.64,418.94,329.01,273.48,266.28,270.84,295.35,304.67,429.63,464.18,446.76,477.99,501.96,470.8,422.87,477.83,498.93,511.6,492.43,660.02,611.03,613.84,600.25,617.53
2019-05-04,543.43,431.66,365.2,291.75,271.61,286.17,276.86,324.43,352.29,497.09,481.99,556.16,580.98,559.8,517.99,590.77,631.95,564.1,624.17,697.15,774.8,783.25,809.6,750.6
2019-05-05,645.47,515.3,354.56,331.66,298.71,313.85,322.27,324.44,629.46,618.71,571.11,640.17,674.68,628.9,518.29,593.91,563.97,607.12,699.79,808.75,893.53,896.67,970.01,930.52
2019-05-06,730.51,569.18,393.16,317.72,288.73,341.97,312.2,361.4,617.75,736.27,568.31,596.07,673.57,562.4,477.09,535.14,562.22,607.7,734.44,863.88,888.21,911.43,932.32,943.48
2019-05-07,712.66,550.64,386.71,308.39,287.53,307.91,317.22,335.26,575.35,708.67,677.57,623.36,660.53,589.2,502.06,538.95,530.48,695.34,695.79,825.22,916.33,958.44,950.73,1005.34
2019-05-08,754.24,528.23,368.95,323.6,280.49,333.4,313.94,338.0,587.8,782.58,645.35,606.03,675.24,642.75,531.59,620.2,603.88,649.86,675.59,878.76,960.03,874.64,938.65,986.7
2019-05-09,791.31,491.04,389.01,329.53,265.1,310.65,302.12,360.26,654.66,692.15,734.7,563.29,648.55,614.56,480.3,521.26,580.46,562.69,728.43,870.77,936.24,957.16,988.92,992.22
2019-05-10,757.34,573.14,377.0,338.91,314.86,316.48,333.64,326.1,638.3,706.11,708.93,586.54,706.11,668.19,653.69,576.78,569.15,646.72,683.34,784.93,836.9,853.04,856.86,888.03
2019-05-11,770.5,593.74,417.69,333.94,335.89,356.57,308.6,343.64,478.65,616.61,608.22,585.3,670.1,650.63,632.57,708.49,612.24,622.2,683.45,741.39,827.76,840.33,802.23,820.45
2019-05-12,710.06,540.7,443.04,385.92,315.49,356.87,338.15,319.92,447.99,598.36,638.55,634.63,695.67,621.68,626.42,656.43,678.57,648.59,702.84,865.65,875.13,890.47,945.0,893.21
2019-05-13,747.93,559.25,431.87,373.06,307.2,330.79,321.26,354.15,647.62,669.54,623.95,612.32,649.19,632.72,555.19,521.66,616.14,628.74,793.99,882.37,974.81,903.83,889.75,973.69
2019-05-14,763.67,524.58,380.93,325.58,313.59,331.29,331.18,347.46,634.26,704.72,454.6,659.06,628.88,621.17,563.81,590.09,547.66,625.03,758.87,856.54,939.51,941.54,981.14,1003.92
2019-05-15,741.14,553.98,409.35,359.56,298.08,328.84,312.24,350.59,609.27,708.77,694.39,569.06,688.74,620.83,598.93,528.53,582.5,682.41,746.47,863.7,897.41,919.85,915.23,969.9
