date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2018-01-27,225.6,280.92,243.84,246.24,234.12,242.76,259.08,301.44,413.64,476.28,486.6,587.76,567.48,501.48,437.76,454.08,402.0,424.44,404.88,348.48,349.92,270.36,256.44,238.8
2018-01-28,248.88,228.24,251.88,232.2,228.36,237.0,256.8,247.8,323.04,311.88,318.48,383.4,388.32,388.92,333.24,363.72,357.0,428.16,392.4,339.12,323.52,271.08,244.92,249.72
2018-01-29,267.36,267.6,260.04,253.8,241.92,261.12,537.36,855.12,1085.04,1210.44,1289.64,1389.84,1341.96,1322.52,1221.72,1273.68,1235.52,1118.28,602.22,450.36,411.0,322.44,257.64,244.92
2018-01-30,234.48,244.32,239.88,232.32,237.96,234.72,547.2,840.24,1035.96,1227.0,1237.92,1313.52,1291.92,1166.04,1280.28,1155.24,1134.96,1108.56,610.2,473.88,394.8,344.76,280.68,250.68
2018-01-31,242.64,251.04,252.96,235.92,244.92,237.96,509.28,884.04,1006.8,1204.2,1176.12,1409.52,1259.16,1243.2,1224.0,1228.68,1178.28,1127.64,613.32,427.08,401.04,321.0,256.2,237.72
2018-02-01,279.24,237.84,237.72,235.08,232.8,228.24,404.88,815.28,1009.8,1168.8,1177.08,1293.6,1218.96,1156.8,1163.76,1101.96,1091.28,1024.68,645.48,422.28,362.04,288.36,266.04,241.44
2018-02-02,237.48,224.52,227.04,243.6,248.58,231.84,544.8,878.64,988.56,1162.8,1130.16,1233.36,1191.72,1077.72,1091.04,1085.64,1080.48,1058.76,570.96,424.2,376.8,291.6,239.88,241.08
2018-02-03,245.4,239.4,222.84,220.56,226.08,380.16,389.52,385.44,416.04,543.6,555.96,532.08,513.36,501.0,494.88,496.92,445.68,460.68,430.08,369.0,353.28,322.44,255.12,245.64
2018-02-04,248.52,239.52,237.48,241.68,229.44,226.92,258.48,240.36,284.76,383.04,485.52,512.88,496.56,510.0,496.44,442.26,429.36,462.0,442.44,356.52,361.68,308.04,263.64,246.96
2018-02-05,259.2,252.6,253.32,242.4,241.92,249.6,696.0,888.12,1091.64,1228.44,1236.72,1350.72,1220.88,1150.44,1109.16,1106.76,1105.68,1098.84,578.16,420.36,403.08,328.56,277.56,269.4
2018-02-06,267.12,269.04,263.64,261.12,255.6,259.8,729.96,890.88,1020.96,1205.4,1247.88,1322.88,1263.48,1136.76,1085.28,1089.48,1083.84,1069.08,687.12,531.84,472.44,365.76,283.56,284.28
2018-02-07,287.76,263.64,257.64,251.28,256.68,272.64,806.88,892.8,1068.0,1164.84,1114.92,1299.12,1210.92,1078.08,1184.76,1089.24,1086.96,997.32,566.64,423.6,344.88,308.04,251.52,247.8
2018-02-08,235.56,223.2,223.92,229.92,237.12,233.52,717.72,886.92,960.24,1172.52,1161.6,1257.24,1166.04,1138.92,987.0,1028.88,967.68,1070.88,556.56,401.64,342.24,304.08,264.84,248.76
2018-02-09,247.68,248.76,240.84,241.08,235.44,241.68,560.52,865.32,983.16,1083.0,1072.32,1206.6,1136.76,1168.74,1132.8,1028.64,1032.48,1039.08,526.32,372.24,337.2,282.96,236.28,222.84
2018-02-10,227.4,228.72,224.28,229.8,224.64,229.92,238.44,238.56,388.2,442.44,459.72,475.32,444.48,419.28,400.56,402.36,332.04,322.08,358.68,330.06,297.0,257.4,226.2,222.12
2018-02-11,237.12,229.32,222.36,219.0,221.76,224.28,464.52,826.8,954.48,1027.8,1053.12,1116.72,1025.52,1016.52,971.28,992.4,921.0,961.68,439.32,290.28,329.4,259.68,229.92,227.64
2018-02-12,236.28,237.12,234.36,228.6,224.4,241.68,461.88,811.8,964.08,1012.68,1095.96,1076.28,1088.58,1041.96,1020.4,1019.28,970.92,922.44,460.2,321.84,313.92,281.76,234.6,236.16
2018-02-13,234.84,235.32,234.36,233.38,226.82,246.84,547.44,783.72,958.8,1031.4,991.92,1053.84,911.52,913.32,942.36,890.16,879.0,792.6,411.24,302.76,269.16,246.96,217.8,215.52
2018-02-14,219.84,212.28,215.64,215.16,213.24,214.92,588.96,815.64,943.2,942.36,879.0,940.2,848.76,827.52,768.0,790.92,690.96,703.44,246.48,241.44,213.24,207.96,182.76,185.76
2018-02-15,184.92,178.44,187.44,183.36,182.4,183.12,180.6,193.08,224.88,226.32,244.32,225.24,220.08,246.0,224.52,225.0,217.44,193.32,204.96,211.44,208.32,206.16,184.32,190.8
2018-02-16,182.76,181.56,186.96,181.08,177.84,177.72,177.48,192.36,233.28,229.8,237.36,241.2,245.28,227.4,233.04,232.68,213.84,208.08,218.52,213.36,211.44,204.6,181.32,181.92
2018-02-17,179.76,182.4,193.56,186.84,174.24,189.58,181.32,193.32,219.6,212.28,223.32,210.12,225.6,217.08,206.76,215.4,201.6,207.6,225.6,224.16,226.92,216.72,199.92,190.08
2018-02-18,191.88,195.84,198.12,191.04,190.8,195.12,197.4,199.44,211.32,214.08,202.2,210.12,204.96,204.72,206.04,198.6,207.12,196.8,210.96,217.64,217.92,211.08,191.4,197.04
2018-02-19,192.96,194.16,185.64,188.88,189.36,184.44,187.44,194.76,230.28,247.32,261.0,254.76,254.52,267.96,272.76,272.28,256.92,251.04,255.72,231.12,228.48,212.4,201.48,191.4
2018-02-20,196.44,198.0,190.8,189.36,187.68,184.44,191.28,194.16,238.44,278.52,266.07,255.12,264.12,275.88,298.56,264.6,271.8,252.24,259.32,234.0,226.68,214.68,185.76,189.12
2018-02-21,200.04,198.48,184.92,182.64,192.48,188.04,205.08,212.64,370.8,366.6,386.28,351.48,362.16,367.56,328.32,329.88,309.84,275.16,278.4,265.92,234.84,225.24,204.6,205.92
2018-02-22,205.8,192.84,195.0,191.76,193.2,191.76,453.72,837.84,1016.28,1182.36,1115.76,1226.16,1216.08,1066.8,1088.64,1036.56,968.76,980.4,421.08,336.96,294.72,254.88,227.52,224.64
2018-02-23,224.04,225.36,214.92,214.56,224.16,216.6,521.52,888.12,1015.92,1111.08,1121.76,1159.08,1087.92,1005.0,1067.64,989.88,969.72,897.24,478.56,317.64,282.96,249.6,214.56,216.12
2018-02-24,221.64,209.04,207.72,210.72,210.24,209.04,480.9,847.68,1035.36,1143.84,1081.56,1157.4,1122.0,977.64,964.56,979.92,959.52,940.68,479.28,308.76,277.2,254.04,228.24,206.4
2018-02-25,215.76,207.48,196.92,200.88,199.2,201.12,215.4,229.68,281.4,306.6,333.24,339.0,327.12,296.28,295.44,291.12,290.88,290.76,284.16,280.56,257.64,265.68,219.96,218.28
2018-02-26,216.6,212.16,216.96,207.6,208.08,204.84,513.6,846.96,1088.64,1170.72,1042.92,1115.28,1013.16,921.36,999.64,1026.84,951.72,943.56,518.76,374.28,321.0,281.4,224.52,219.96
2018-02-27,212.28,214.92,212.28,221.76,218.16,214.68,512.16,840.12,963.12,1099.92,1014.48,1085.28,1040.4,1005.48,942.72,948.0,983.64,973.2,516.72,380.76,337.44,279.0,220.56,219.24
2018-02-28,224.28,223.44,218.28,213.96,218.28,208.2,447.36,800.28,907.32,1090.44,1029.6,1168.08,1152.12,1085.88,1055.52,967.44,951.12,952.08,585.72,422.28,363.0,308.52,224.28,225.12
2018-03-01,217.76,217.32,214.32,216.24,212.64,215.04,421.2,815.04,861.96,1017.36,921.0,1043.52,1020.84,924.84,932.4,949.8,1017.24,1002.36,589.56,446.88,355.8,297.12,236.16,233.28
2018-03-02,225.96,220.92,227.76,218.4,222.48,216.12,441.84,805.08,986.28,1133.16,1070.4,1186.44,1180.68,1047.84,1001.4,995.64,914.04,931.08,549.84,352.44,337.44,295.8,218.04,225.6
2018-03-03,213.48,214.68,212.16,209.52,222.0,203.04,221.64,234.72,349.68,405.24,366.84,398.64,377.64,416.8,379.08,361.92,322.8,317.88,350.64,310.92,270.24,257.4,236.76,220.8
2018-03-04,217.68,215.88,219.24,235.2,210.24,211.2,224.64,225.84,282.12,272.64,280.08,276.0,279.12,257.28,288.72,277.8,267.6,265.32,295.92,318.12,279.6,297.0,236.16,235.8
2018-03-05,233.52,247.8,252.24,234.54,240.72,240.96,586.32,834.84,978.12,1122.96,1056.72,1221.36,1169.76,1017.12,1013.16,951.96,953.52,877.8,552.12,386.04,357.36,302.76,258.84,242.4
2018-03-06,235.92,229.68,248.4,235.08,233.28,234.6,661.44,834.84,931.2,988.08,1027.08,1077.0,1130.52,961.56,976.56,1014.12,973.44,973.08,543.96,476.64,387.24,338.76,268.32,230.52
2018-03-07,232.44,233.4,226.08,231.48,223.92,235.68,478.56,813.36,888.48,1058.16,1039.08,1195.56,1093.44,1070.28,1099.56,986.16,1006.32,936.96,587.04,376.44,351.0,284.16,238.68,244.56
2018-03-08,230.04,227.76,270.72,243.24,223.2,234.0,439.44,797.64,870.24,1041.0,958.44,1146.84,1021.2,1004.52,984.6,969.84,921.96,957.12,528.96,365.28,380.28,304.56,251.88,233.76
2018-03-09,233.88,231.52,240.6,222.1,234.36,223.32,499.44,814.92,927.36,1144.92,1084.68,1091.16,1118.16,1008.6,996.12,957.24,960.12,871.68,625.08,372.6,337.8,277.2,238.8,238.68
2018-03-10,228.6,223.56,227.28,227.4,216.72,228.36,257.64,262.44,382.56,413.04,432.48,438.24,433.68,411.84,399.84,359.88,367.08,322.56,323.04,285.24,290.04,302.4,235.08,230.76
2018-03-11,228.6,233.64,228.6,225.84,213.24,217.59,241.68,226.8,277.68,274.98,279.48,272.64,285.24,264.72,275.52,265.44,268.32,264.12,275.16,257.4,261.6,256.2,222.48,216.6
2018-03-12,213.6,218.28,232.08,222.48,221.52,226.24,437.64,726.48,878.52,1037.52,997.92,1121.04,1152.24,954.84,958.68,901.08,910.56,889.8,518.52,379.68,363.6,297.12,240.72,224.76
2018-03-13,219.6,223.8,223.68,219.84,223.32,231.12,359.76,706.8,846.36,1077.24,1036.32,1102.2,1000.08,941.64,877.32,884.28,818.28,813.12,477.24,383.64,335.88,283.26,235.08,231.36
2018-03-14,224.64,219.36,212.76,220.68,225.12,219.72,450.84,737.04,869.64,1031.52,990.84,1091.88,1027.56,1032.6,1017.6,1009.92,941.88,902.76,497.16,369.24,341.28,307.8,259.8,245.28
2018-03-15,240.72,240.48,234.24,229.32,226.2,230.16,385.08,736.92,882.0,1008.48,1050.48,1050.84,1116.96,1058.88,1010.16,981.84,1084.02,946.44,527.28,386.52,370.56,331.56,298.2,256.08
2018-03-16,253.92,255.48,260.64,253.68,255.96,257.04,656.04,888.96,1022.4,1169.52,1112.76,1095.72,1104.84,979.08,1038.0,993.72,1008.24,938.28,496.08,419.16,312.0,309.72,241.92,229.2
2018-03-17,222.24,229.08,224.4,226.68,223.08,222.84,248.16,235.56,319.8,358.44,363.36,372.12,338.28,365.04,326.88,324.84,303.0,340.32,301.56,290.52,278.04,274.68,236.64,238.44
2018-03-18,225.0,221.04,222.96,221.04,216.6,223.92,240.0,225.0,273.12,276.0,304.68,281.76,296.16,280.8,338.52,290.28,335.16,321.0,297.36,313.92,296.64,258.84,215.28,216.72
2018-03-19,212.88,237.72,219.36,208.68,218.04,214.56,553.2,803.52,1053.48,1090.8,1143.48,1183.68,1148.04,1112.16,1151.64,1012.08,1007.16,992.64,518.4,402.12,371.4,366.48,243.6,236.52
2018-03-20,227.28,216.0,219.12,226.32,215.4,245.28,580.8,814.92,979.8,1086.24,1175.4,1224.72,1201.8,1092.0,1094.52,1086.6,1124.88,1115.88,685.08,527.16,415.56,314.28,248.16,228.6
2018-03-21,231.36,228.0,243.6,229.2,217.28,233.88,616.2,906.48,1034.28,1174.8,1189.56,1235.4,1326.72,1107.12,1093.68,1074.24,1040.28,1078.08,551.28,466.8,394.92,336.96,234.96,228.96
2018-03-22,220.32,228.96,226.32,230.28,227.04,219.36,601.44,876.48,993.84,1105.26,1072.56,1161.36,1084.8,960.6,939.6,904.56,965.04,876.96,501.36,396.0,335.28,295.32,267.72,229.8
2018-03-23,234.2,226.92,229.32,224.16,225.84,227.52,678.24,851.88,944.28,1028.88,1082.04,1068.0,945.72,899.76,901.68,895.2,854.52,817.56,487.2,377.76,343.72,302.88,247.56,240.84
2018-03-24,226.2,235.44,223.56,234.48,230.28,226.8,249.24,251.28,355.56,389.76,405.24,406.68,412.26,351.48,404.82,340.8,328.56,337.2,334.2,313.56,305.76,289.92,237.0,234.24
2018-03-25,230.16,243.84,241.32,233.04,225.84,229.56,245.76,241.92,282.84,288.36,272.04,295.8,286.92,286.8,291.24,285.76,278.04,292.2,295.26,293.4,330.48,276.72,237.48,231.72
2018-03-26,232.2,220.08,222.6,224.94,223.44,233.16,501.12,812.88,945.24,1027.56,1106.04,1060.92,972.84,920.64,909.24,891.36,863.52,855.0,527.9,373.68,363.24,306.96,257.04,256.8
2018-03-27,234.24,265.8,231.12,232.32,229.32,241.8,564.84,734.76,861.12,1040.52,1005.12,1043.76,976.44,911.88,856.32,867.36,882.6,816.6,572.4,450.24,390.72,329.28,265.68,237.6
2018-03-28,232.44,230.28,214.92,223.56,228.0,224.16,528.6,710.4,817.08,982.44,1002.36,1060.08,964.44,869.16,914.88,868.44,842.64,817.68,521.04,358.32,299.16,280.2,237.6,210.36
2018-03-29,227.64,225.6,205.56,214.92,211.2,209.4,615.5,676.32,834.72,946.56,976.68,1035.96,986.16,856.56,865.68,894.84,868.98,842.64,494.04,338.16,322.32,299.28,255.84,216.96
2018-03-30,222.12,214.68,208.2,219.0,213.12,214.08,594.84,669.96,832.08,969.6,992.4,1052.52,1012.56,926.4,969.36,890.52,802.32,804.12,494.28,351.84,310.32,269.52,216.96,215.64
2018-03-31,213.36,204.96,205.08,218.64,211.14,210.36,237.96,234.36,281.88,303.84,315.36,316.56,310.8,331.8,355.68,291.6,289.8,288.6,298.8,272.88,264.96,259.44,235.56,210.0
2018-04-01,217.44,236.4,219.12,212.28,214.68,207.96,240.48,220.08,262.68,255.96,290.4,261.12,255.72,256.08,254.76,245.28,239.52,245.64,307.32,260.88,256.4,251.76,231.84,205.68
2018-04-02,213.12,203.16,211.08,210.36,225.96,223.92,615.24,700.44,850.32,1038.36,971.04,1065.96,954.84,919.92,900.48,852.36,857.76,848.52,528.48,423.48,316.92,309.36,255.96,208.56
2018-04-03,212.04,207.48,218.64,204.72,210.12,207.0,547.6,664.08,793.92,966.0,914.88,989.64,970.92,905.04,944.76,1001.52,1073.88,1042.92,521.88,365.4,316.92,290.28,263.28,228.0
2018-04-04,242.16,225.12,220.56,209.28,214.32,215.4,627.6,695.16,853.34,997.32,1011.72,1085.64,1035.48,1038.12,1042.08,1001.28,941.52,889.92,444.6,350.52,294.24,272.52,215.64,202.8
2018-04-05,202.44,192.6,195.6,194.16,203.4,204.72,221.64,213.72,261.0,298.92,282.48,293.88,312.72,300.72,295.8,287.88,272.34,240.96,255.96,244.44,240.36,219.6,196.08,199.08
2018-04-06,192.12,193.32,185.04,187.8,181.56,191.16,189.84,214.08,256.32,260.52,242.52,275.4,278.04,280.56,270.84,267.0,298.8,268.2,279.72,243.6,244.44,237.6,202.08,196.92
2018-04-07,200.16,199.32,201.36,185.28,186.6,182.52,196.44,204.48,219.12,216.72,243.24,275.4,231.84,247.8,245.52,246.6,262.8,244.68,254.16,239.12,257.64,226.92,202.2,187.44
2018-04-08,188.64,181.92,183.24,183.24,185.16,178.8,406.68,461.64,626.52,778.92,770.76,913.8,878.76,813.6,847.56,906.12,851.64,831.72,525.06,394.08,338.16,278.28,223.56,199.68
2018-04-09,200.88,192.48,194.28,190.32,200.98,196.96,416.52,507.72,720.48,888.48,862.2,1014.84,1080.15,983.76,994.32,996.96,941.88,934.44,427.08,357.48,322.8,282.72,233.64,215.64
2018-04-10,210.72,208.92,199.92,201.48,205.32,215.4,462.72,581.76,711.72,948.72,1045.8,1052.4,1049.28,1019.52,1036.92,997.08,976.2,1004.16,595.2,478.8,368.88,316.92,267.72,208.8
2018-04-11,214.44,207.96,215.52,206.52,205.92,206.88,623.4,726.36,892.32,1057.2,1089.0,1107.48,1118.4,1011.72,1029.84,1069.68,1010.88,988.2,501.0,346.8,318.36,298.8,222.84,208.68
2018-04-12,217.08,209.52,202.92,200.52,202.32,209.64,584.16,675.24,827.88,1010.88,979.32,1075.44,1093.32,987.96,1025.88,1109.76,1022.04,990.0,496.32,383.4,319.68,291.96,229.8,211.08
2018-04-13,221.52,221.88,222.96,206.28,206.28,222.96,573.6,682.2,816.12,1025.4,1083.48,1106.64,1051.08,1036.44,1083.72,1021.56,987.36,993.96,455.88,358.2,307.08,282.6,231.48,243.12
2018-04-14,219.0,211.92,213.24,209.52,209.04,198.6,225.0,219.12,276.6,341.04,373.92,325.2,334.08,322.68,342.72,343.2,342.96,342.48,303.24,287.64,273.0,261.72,209.88,215.28
2018-04-15,203.88,198.84,202.56,199.44,202.44,198.24,213.12,218.76,267.6,292.68,300.84,271.44,266.28,267.36,290.84,274.2,318.48,304.56,353.88,349.32,292.8,258.48,226.2,223.68
2018-04-16,217.56,214.56,211.32,207.24,207.84,208.08,489.0,558.24,676.44,897.0,961.68,970.8,975.24,976.08,912.0,928.2,934.44,961.68,522.0,413.76,394.62,321.0,227.28,210.48
2018-04-17,206.64,212.64,203.88,209.06,200.16,212.28,477.06,529.8,702.6,869.52,887.04,1093.32,1025.88,1002.0,1075.8,988.18,963.84,987.48,557.76,377.76,332.76,296.76,224.64,224.04
2018-04-18,212.64,198.12,203.88,205.92,202.56,196.92,475.32,548.16,747.36,955.08,974.28,1056.96,1010.88,935.4,928.92,978.24,905.88,941.64,489.48,383.16,326.16,297.72,236.04,224.64
2018-04-19,207.72,198.36,206.28,213.24,202.56,204.96,509.76,610.92,796.56,946.68,978.96,1019.28,1041.6,934.2,977.76,930.96,916.4,983.4,555.84,445.32,352.32,340.2,255.84,230.76
2018-04-20,235.44,219.96,217.92,221.28,215.04,203.76,525.84,654.0,814.2,970.56,941.4,999.0,994.2,895.08,938.88,896.4,880.92,823.08,469.56,392.64,318.36,308.28,245.16,220.68
2018-04-21,216.12,214.56,208.44,201.24,204.12,209.76,226.56,245.88,264.24,327.6,345.0,321.84,318.6,309.0,311.88,309.84,342.6,295.92,308.88,282.36,275.88,258.6,215.16,222.0
2018-04-22,208.22,210.6,201.12,201.72,201.6,208.56,221.16,224.64,247.32,262.56,279.0,274.32,293.16,282.48,282.48,282.6,263.16,286.2,313.56,284.04,264.96,270.0,221.28,226.92
2018-04-23,213.0,218.04,224.16,209.28,210.36,215.16,623.16,733.92,885.0,1040.64,965.64,1036.92,996.0,865.08,925.08,863.16,918.0,896.4,523.56,445.32,308.28,292.56,251.16,252.12
2018-04-24,227.16,222.96,217.32,214.68,214.8,215.16,463.68,558.6,694.08,858.84,867.6,870.48,894.6,833.76,865.08,832.32,835.56,800.16,571.56,381.48,325.2,320.88,241.8,226.2
2018-04-25,224.52,213.48,208.44,211.68,206.64,211.8,452.52,525.12,677.76,901.92,837.72,969.96,885.36,864.6,885.6,857.88,815.04,822.24,516.48,390.48,312.96,300.12,253.44,228.36
2018-04-26,223.92,208.68,206.76,208.44,203.52,209.16,443.64,515.16,670.92,887.28,888.6,893.28,902.04,865.56,843.36,880.8,808.56,796.32,495.6,418.92,327.12,297.48,236.04,228.12
2018-04-27,225.0,210.12,218.52,209.88,206.28,211.8,459.48,556.32,703.92,866.4,876.6,921.12,940.56,836.4,820.32,800.28,800.16,785.28,458.4,378.84,352.44,305.88,234.12,242.04
2018-04-28,219.36,221.52,212.4,208.32,199.2,209.64,465.0,584.88,711.84,889.92,912.96,969.84,894.72,878.88,874.56,833.76,772.68,779.04,524.88,345.12,315.72,310.68,246.24,267.36
2018-04-29,222.36,226.2,221.64,226.32,224.28,217.08,227.04,248.64,273.6,314.16,305.64,295.92,308.64,365.4,340.08,326.16,330.72,300.12,320.4,274.68,256.92,265.56,227.4,213.96
2018-04-30,227.88,223.2,216.72,218.64,212.52,205.08,242.22,229.08,346.44,361.68,366.48,370.44,351.24,390.48,335.88,339.36,318.84,312.36,287.64,265.8,302.04,276.36,240.6,218.16
2018-05-01,215.88,211.08,217.56,205.44,212.28,212.52,240.24,236.28,282.12,312.84,296.04,317.4,285.72,290.52,305.4,336.84,308.28,300.12,285.96,259.68,256.8,262.92,228.84,229.8
2018-05-02,220.8,247.32,219.0,209.88,215.64,217.08,660.84,727.92,928.56,1069.8,1002.72,1125.6,1140.72,965.16,994.68,973.56,887.4,874.08,435.24,355.56,333.72,282.12,238.92,220.68
2018-05-03,220.68,216.84,218.76,212.64,221.4,209.88,536.88,634.8,814.68,939.72,908.64,980.04,935.28,910.44,919.44,890.76,887.28,873.12,485.64,383.88,343.68,294.12,257.28,225.12
2018-05-04,226.68,222.36,216.0,228.36,210.72,211.44,535.92,639.84,804.2,959.76,905.64,957.12,961.3,852.0,920.04,878.16,886.2,819.84,509.52,402.24,362.16,296.04,230.76,227.88
2018-05-05,226.68,228.48,224.52,212.64,213.0,206.58,242.76,266.76,279.72,319.44,341.16,317.16,315.12,316.92,309.48,315.12,328.44,306.72,327.96,279.36,279.48,270.96,233.4,234.36
2018-05-06,215.64,220.08,218.16,227.92,205.44,225.28,223.39,249.6,359.64,353.88,359.28,387.0,318.72,381.72,323.76,313.2,299.28,299.76,337.68,291.0,298.32,270.6,228.84,230.4
2018-05-07,218.76,225.12,252.6,219.0,213.48,218.4,622.44,706.92,872.52,970.2,926.64,927.48,935.28,819.84,845.88,837.9,803.28,776.64,517.44,357.6,324.0,278.4,245.88,234.96
2018-05-08,222.72,225.84,231.0,224.28,211.8,209.64,495.36,579.24,681.72,946.44,876.84,911.4,876.84,846.6,890.52,880.92,929.16,829.32,531.84,368.28,357.72,312.48,245.64,236.52
